Text;Style
Почти три четверти земной поверхности покрыты водой. В некоторых местахглубина океана достигает шести миль. Замёрзшая вода превращается в ледяныешапки Северного и Южного полюса. Снег – это замёрзшая вода, которая весь годпокрывает вершины гор.Вода существует в виде жидкости, твёрдого тела или газа, которыйназывается водяным паром.Чистая вода замерзает при нуле градусов по Цельсию, превращаясь в лёд, онакипит при 100 градусах Цельсия. Температура кипения зависит также и от давлениявоздуха.На небе из капелек воды собираются большие тучи, а оттуда на землюобрушивается дождь, питающий реки, животных и растения. Без воды на нашейпланете не могла бы существовать жизнь.Как все вещества, вода состоит из молекул. Молекулы так малы, что вмельчайшей капле их миллиарды. Каждая молекула воды состоит из двух атомовводорода и одного атома кислорода. Учёные обозначают химическую формулуводы как H2О. H [аш] означает водород (гидроген), О – кислород (оксиген).Две трети нашего тела состоит из воды. Большая часть крови – это вода.Каждый орган в нашем теле: мозг, сердце, печень – содержит воду. Нажми на кожу и ты увидишь, какая она упругая, по сравнению с листочком бумаги. Кожа – этослой мельчайших, заполненных водой баллончиков.Каждый день наше тело теряет много жидкости. Она уходит с потом, свыдыхаемым воздухом, а также когда мы ходим в туалет. Нужно возместить этипотери жидкости. Чтобы выжить, нам необходимо каждый день выпиватьпримерно полтора литра воды.;Научный стиль
"Силовые трансформаторы являются одной из основных составляющих системы передачи и распределения электрической энергии. Надежная работа силового трансформатора определяется техническим состоянием всех его узлов и элементов, в том числе и обмоток. Сушка силовых трансформаторов основана на использовании явлений влагопроводимости и диффузии (процесс переноса вещества из области с высокой концентрацией в область с низкой концентрацией) пара с нагретой поверхности изоляции. Процесс сушки включает в себя следующие этапы: нагрев изоляции конвекцией и излучением, перемещение влаги из внутренних слоев изоляции наружу, парообразование и диффузию пара с поверхности изоляции в окружающее пространство. Внутри изоляции влага перемещается в виде пара из мест с большим содержанием в места с меньшим ее содержанием (влагопроводимость) и из мест с более высокой температурой в места с более низкой температурой (тепловлагопроводность). Поэтому для ускорения перемещения влаги на поверхность изоляции необходимо обеспечить быстрый и хороший прогрев всей активной части трансформатора. Для ускорения сушки применяется максимально допустимая для бумаговолокнистой изоляции температура 70 - 80°С и вакуумирование. Вакуум служит для снижения температуры парообразования, ускорения сушки и удаления водяных паров из сушильной установки, поддержания на низком уровне относительной влажности воздуха в ней. Режим сушки должен предусматривать температуру и время, необходимые для достижения устойчивого значения сопротивления изоляции. Нельзя повышать температуру, сокращая время сушки, так как это вызывает ускоренное старение бумажной изоляции трансформатора. Об окончании процесса сушки судят по стабилизации сопротивления изоляции активной части трансформатора в процессе сушки. Режимы сушки зависят от класса напряжения и мощности трансформаторов, их конструкции и назначения. Все режимы сушки можно разделить на три основных этапа: прогрев активной части; сушка активной части; пропитка изоляции маслом. Время, необходимое для нагрева активной части трансформатора, и длительность всего процесса сушки зависят от массы трансформатора и конструкции изоляции, и поэтому время установлено различным для разных типов трансформаторов. Диаграмма сушки показана на рисунке 1.";Научный стиль
Современная стадия развития промышленности и наращивания темпов производства ставит перед производителями вопрос о модернизации своих линий с использованием современных средств автоматизации. В сложившейся экономической ситуации на фоне высоких цен на средства автоматизации именитых зарубежных производителей выгодно выделяется отечественный производитель под маркой ОВЕН. Свою историю компания начала в далёком 1991 году с выпуска устройства защитного отключения УЗОТЫ-2У. За 25 лет существования компания стала крупнейшим производителем средств автоматизации на территории Российской Федерации и стран СНГ. Ассортимент выпускаемой компанией продукции крайне широк. Выпускаются как и первичные преобразователи физических величин (давление, температура, влажность), различные датчики уровня жидких и сыпучих сред (кондуктометрические, поплавковые), измерители-регуляторы для визуализации данных величин, а также построения систем АСУТП на их основе, модули ввода/вывода и программируемые контроллеры со свободной логикой для построения сложных систем автоматизации, преобразователи частотно-векторные для работы с электроприводами различных механизмов, и многое другое. Большинство приборов имеет необходимые сертификаты соответствия и внесены в госреестр средств измерений. Компания «ОВЕН» за время своего существования зарекомендовала себя как поставщик качественного и отвечающего современным требованиям оборудования. О неких новых разработках данной кампании сейчас и пойдёт речь.;Научный стиль
Программируемое реле ОВЕН ПР200 является наследником реле 110 серии. Однако, если прообразом для ПР110 и ПР114 служил прибор SIEMENS LOGO, то ПР200 пошло по своей ветке развития. Широкий функционал и крайне доступная цена делают её крайне рациональным решением в системах автоматики с жёсткой логикой. В зависимости от модификации ПР200 имеет на борту дискретные входы для подключения ключей и датчиков с PNP/NPN сигналами и дискретные выходы с возможностью формирование ШИМ-сигнала, либо комбинацию из дискретных и аналоговых входов и выходов для подключения датчиков с аналоговыми сигналами, а также более точного и плавного управления выходными элементами. Главная отличительная особенность ПР200 это наличие жидкокристаллического двухстрочного экрана и программируемых кнопок для возможности изменения параметров программы или иных настроек без изменения самой программы. То есть, прибор может заменить любой терморегулятор с задаваемой уставкой, реле времени или контроллер для технологических линий. Встроенный хронометр позволяет планировать события в программе с привязкой к дням недели, определённым часам вплоть до десятых долей секунды. Ещё одной отличительной особенностью данного изделия является возможность установки двух независимых RS-485 интерфейсов связи, способных работать независимо друг от друга в режимах Slave и Master по протоколам ModBus RTU/ASCII. Программирование данного прибора осуществляется на языке функциональных блок-диаграмм (FBD) в собственной программной среде OWEN LOGIC. Загрузка подготовленной программы осуществляется посредством USB-кабеля, что выгодно отличает прибор от своих предшественников, программирование которых осуществлялось посредством комплектов программирования. ПР200 готов к доработке и модификациям, как официальным, так и «народным». Последней из «народных» модификаций является установка в порт связи Wi-Fi ресивера для построения беспроводных SCADA-систем;Научный стиль
Влажность является важным фактором не только в вопросах поддержания микроклимата, но и протекания технологических процессов в целом. Ранее измерения данной величины было весьма затруднительно по причине либо «нагромождённости» измерителей в случае психрометрического вычисления влажности, либо высокой ценой и малой надёжностью изготавливаемых датчиков, а также узкого круга приборов, к которым эти датчики можно подключить. В 2016 году компания ОВЕН решила этот вопрос, выпустив на Российский рынок преобразователя влажности и температуры ПВТ10 и ПВТ100. ПВТ10 представляет собой датчик в компактном корпусе, предназначенного предпочтительно для офисных и жилых помещений. Дизайн датчика подчеркнёт технологичность любого интерьера. ПВТ100 эта серия промышленных преобразователей в различных корпусах, предназначенных для суровых условий эксплуатации, с возможность настенного или канального крепления. Главными отличительными особенностями является повышенная степень защиты IP65, а также возможность подключения выносного зонда в случае невозможности установки датчика непосредственно в месте измерения. Датчики имеют два аналоговых выхода с сигналом 4-20 мА (один на температуру, второй, на влажность), также RS-485 интерфейс для связи со SCADA-системами и контроллерами напрямую без преобразования сигнала, что делает его универсальным решением в системах автоматизации.;Научный стиль
Главной проблемой при построении диспетчерских пунктов с интуитивным сенсорным управлением всегда была громоздкость данного решения в связи с необходимостью установки дополнительных модулей ввода/вывода для подключения управляющих и исполнительных элементов. Также повышалась сложность самого программного кода по причине необходимости настройки каждой переменной на свой сетевой адрес. Как решения данной проблемы, компания ОВЕН представила новые логические контроллеры ОВЕН СПК107.Д и СПК110.Д, объединяющие в себе функционал полноценных программируемых логических контроллеров и удобство сенсорных панелей оператора. Основным отличием данной линейки контроллеров от множества других аналогов является присутствие дискретных входов и выходов (72 точки) для подключения управляющих и исполнительных элементов. Отсутствие промежуточных звеньев между контроллером и входами обеспечивает высокую скорость работы и исключает потери данных при прохождении в сети. Данные контроллеры имеют резистивные сенсорные экраны 7” и 10,2” соответственно. Контроль возможен как специально предназначенными стилусами, так и пальцами или в перчатках. Контроллер поддерживает как горизонтальную, так и вертикальную установку. Для связи с внешними периферийными устройствами в приборе установлено два программно переключаемых порта связи RS-485/RS232, работающих по протоколам ModBus и ОВЕН. Встроенные USB-host и SD-card интерфейсы позволяют вести архивирование на внешних Flash-накопителях, а также обновлять с их помощью пользовательские программы или заводское программное обеспечение. Для конфигурирования с ПК предусмотрен интерфейс подключения USB-device, позволяющий подключать ПК без использования периферийных преобразователей.;Научный стиль
"Как показывает практика, большинство приборов и средств автоматизации при использовании в условиях сурового Российского климата или тяжёлых производственных условиях не выдерживают подобных нагрузок и выходят из строя. В связи с этим остро встаёт вопрос об использовании недорогих и, главное, экономичных в эксплуатации средств поддержания микроклимата. Главными проблемами при эксплуатации оборудования в щитах при неблагоприятных условиях являются: - Низкая температура и образование конденсата вследствие эксплуатации при низких или отрицательных температурах; - Интенсивное тепловыделение вследствие установки силовых элементов, выделяющих большое количество тепла. Для борьбы с низкими температурами и образованием конденсата обычно используется греющий кабель. Однако данный метод является крайне неэффективным ввиду высокой потребляемой мощности, малой теплопередачи высокой стоимости самого кабеля. Для более рационального контроля микроклимата шкафов компания ОВЕН предлагает линейку термостатов МТК-СТ1 и щитовых электронагревателей МТК-ЕН различной мощности. Термостат МТКСТ1 позволяет поддерживать температуру в заданных пределах с регулировкой от 0 до 600С с возможностью управления нагревательными элементами в автоматическом режиме. Для борьбы с интенсивным тепловыделением предлагается применение термостатов серии МТК-СТ0 вкупе с промышленными вентиляторами KipPribor VENT различного размера и мощности и впускными и выпускными решётками. Данные термостаты также имеют широкий диапазон регулирования и напрямую управляют работой вентиляторов.";Научный стиль
Эллинг (нидерл. helling) — сооружение, расположенное на берегу и предназначенное для строительства и ремонта кораблей. Эллинг является основной частью судостроительной верфи. По конструкции эллинги бывают закрытыми, либо открытыми. Внутри эллинга располагаются стапели, на которых производится закладка кораблей и судов. Стапели представляют собой дорожки, по которым судно по завершению постройки спускается на воду. На судостроительном заводе эллинг предназначен для монтажа корпуса судов. Данное сооружение относится к производственным помещениям. Характеристика зрительной работы выполняемой в помещение это работы малой точности и грубой. Согласно СНиП 23- 05-95 для производственных помещений при комбинированном освещении значение освещенности с характеристикой зрительных работ малой и грубой точности должно быть от 200 – 300 лк (в зависимости от контраста различения с фоном и характеристики фона) и общее от 100 – 200 лк. Для оценки соответствия условий труда по освещенности нами было проведено обследование эллинга с использованием люксметра DT-1308. По результатам исследований составленная таблица. План размещения точек контроля представлен на рисунке.Приведенные результаты показывают, что в помещении эллинга освещенность практически во всех точках не соответствует нормативной. Исключение составляет площадь, на которую попадает солнечный свет. Таким образом, согласно проведенным измерениям в основной рабочей зоне уровень освещения соответствует нормам, прописанным в документах, но в некоторых местах уровень освещения недостаточен. Это связанно с тем, что при проектировании данного сооружения не учли размеры судов, которые предполагалось собирать в данном помещение, и как видно из таблицы 1 и на рисунке 1 в точка с 10 по 15 уровень освещения соответствует норме, а в точка с 1 по 9 уровень освещения недостаточен в связи с тем, что в оставшейся зоне находится само собираемое судно, которое и препятствует распространению света в данных точках.;Научный стиль
"Надежная и экономически эффективная работа основного оборудования и ТЭЦ в целом является приоритетной задачей современной энергетики. Надежность работы оборудования зависит от множества различных факторов, в том числе особенностей тепловой схемы ТЭЦ, используемых в тракте конструкционных материалов, режимов работы энергетического оборудования, квалификации оперативного персонала ТЭЦ, используемых воднохимических режимов (ВХР), а также методов его контроля и поддержания. Как известно, основной задачей ВХР является минимизация процессов коррозии и недопущение высокой скорости обрывания отложений на поверхностях нагрева путем создания благоприятных окислительно-восстановительных условий в тракте кота или энергоблока за счет ввода различных корректирующих реагентов. Решения поставленной задачи поддержания водного режима в рамках установленных норм во многом зависят от используемых средств и методов, а также систем контроля и управления ВХР. При этом следует отметить, что химический контроль осуществляется методами аналитического контроля путем ручного отбора анализируемых проб. Переход от использования только аналитических методов к применению автоматических анализаторов качества теплоносителя является значительным шагом вперед. При этом следует отметить, что основными задачами при организации оперативного химического контроля ВХР являются: – предотвращение коррозийных процессов, процессов образования накипи и отложений; – уменьшение концентрации коррозийно-активных веществ; – минимизация поступления примесей в тракт; – уменьшение образования и переноса по тракту продуктов коррозии.";Научный стиль
"Описание объекта автоматизации. 1. Гидразинная обработка питательной воды. Соединения гидразина, обладая сильными восстановительными свойствами, позволяют устранить или ослабить кислородную коррозию металла котлов и оборудования конденсатнопитательного тракта во время работы и простоев, нитратную коррозию поверхностей нагрева котлов, коррозию латунных и медных теплопередающих поверхностей, подшламовую и пароводяную коррозию металла элементов котлов, подвергающихся высоким тепловым нагрузкам. Основными факторами, определяющими скорость процесса, является избыток гидразина, начальная концентрация растворенного кислорода, температура, значение РН-среды. Узел дозирования рабочего раствора гидразина располагается в турбинном цехе на 4 отметке и включает в себя: - 2 бака рабочего раствора гидразина емкостью 1м 3 , оборудованные водомерными стеклами, подводом раствора гидразина, обессоленной воды, трубопроводами перелива и дренажа; - насос-дозатор гидразина НД-0.53 100/10, производительностью 100л/час с максимально развиваемым напором 10 кгс/см2 -8 шт; - всасывающий и напорный трубопроводы с соответствующей арматурой. Ввод гидразина осуществляется на всас питательных насосов. 2. Аммиачная обработка питательной воды. Аммиачная обработка питательной воды применяется для предупреждения углекислотной коррозии элементов пароводяного тракта и связанного с ним обогащения питательной воды продуктами коррозии. Дозировка аммиака производится в обессоленную воду на ХВО в таком количестве, чтобы связать всю свободную углекислоту и обеспечить рН питательной воды в пределах 9.1 + 0.1, для этого необходима непрерывная подача аммиака в конденсатнопитательный тракт. Узел дозирования аммиака включает в себя: - бак рабочего раствора аммиака, оборудованный уровнемером, линиями подвода аммиака, обессоленной воды, перелива и дренажа. - насос - дозатор аммиака НД-0.53/100/10 производительностью 100 л/час и максимально развиваемым напором 10 кгс/см2 - 2 шт. - всасывающий и напорный трубопроводы с соответствующей арматурой.";Научный стиль
В настоящее время для поддержания норм качества питательной воды, подпиточной воды теплосети и сетевой воды, а также коагулированной воды производится дозирование растворов химических реагентов (едкого натра, аммиака, гидразина и коагулянта) посредством насосов-дозаторов, пропорционально расходам воды, с чем связана необходимость приготовления рабочих растворов требуемой концентрации. Это может вызвать нарушение водно-химического режима, так как в данном случае невозможно постоянно поддерживать оптимальное соотношение концентрации рабочего раствора и его расхода. Кроме того, это влечет за собой избыточное потребление электроэнергии в виду того, что электрический привод насосов-дозаторов работает на полной мощности вне зависимости от расхода воды, а также из-за частого дополнительного включения в работу насосов циркуляции реагентов. Система химико-технического мониторинга может быть предназначена для автоматизированного управления одним или несколькими технологическими процессами в обслуживаемом объекте. Наличие САР коррекционной обработки теплоносителя в рамках СХТМ увеличивает надежность работы оборудования, приводит к экономии корректирующих реагентов, уменьшает трудозатраты обслуживающего персонала и сводит к минимуму ручной контроль. Схема ввода гидразина и аммиака в основной цикл ТЭЦ представлена на рисунке 1. Управление дозированием в этой схеме осуществляет контроллер. Входные воздействия от датчиков: расходомера, установленного на обрабатываемой воде, рН-метра, милливольтметра или анализатора кислорода, поступают на аналоговый вход контроллера, который формирует регулирующее воздействие через частотный преобразователь на исполнительный механизм насосов-дозаторов и тем самым автоматически изменяет длину хода плунжера, т.е. подачу насоса-дозатора. Изменение дозы гидразина может быть осуществлено задатчиком контроллера.;Научный стиль
Большое количество воды мы получаем в нашей пище. Многие овощи ифрукты на три четверти состоят из воды. Даже кусочек хлеба на одну треть состоитиз неё.Растениям для их роста нужна вода. Они используют воду и другиехимические вещества, которые нужны им для роста. Растения используют водутакже и для того, чтобы переносить эти вещества от корней к листьям. Растенияиспользуют давление воды внутри своих клеток, чтобы сохранить свою форму. Безводы растения увядают.В неделю на семью из 4 человек требуется три с половиной тысячи литровводы. Каждый раз, когда ты спускаешь воду в туалете, расходуется 10 литров воды.Чтобы принять ванну, нужно в 7 раз больше. Стиральной машине требуется 100литров воды.Воду на планете невозможно израсходовать, она совершает постоянныйкругооборот. Может быть, ты когда-нибудь задумывался, что происходит со всейводой, которая выпадает в виде дождя. Большая часть её стекает к морю с ручьями иреками. Часть впитывается в почву. Но затем она или выйдет на поверхность, илипопадёт в реки и моря. Часть воды долгое время сохраняется в виде льда, но потомон растает и превратится в воду.Откуда появляются снег и дождь? Тепло солнца испаряет воду с поверхностиморей, озёр и рек и даже с поверхности почвы или из наземных растений. Воздухпревращается в водяной пар, один из невидимых газов, которые мы вдыхаем.Воздух всё время движется. Если он поднимается выше в атмосфере илисоприкасается с холодной зоной, он остывает. Холодный воздух уже не можетудержать столько пара, сколько было в тёплом воздухе, поэтому часть парапревращается в мельчайшие капельки воды. В небе эти капельки собираются в тучи.Ближе к земле капельки собираются в туман или росу. Когда водяных капельнабирается много, они выпадают на землю в виде дождя, снега или инея, если онизамёрзли. Так Земля орошается вновь.;Научный стиль
Приоритетным направлением государственной программы развития сельского хозяйства на 2012-2020 гг, нацеленной на динамичное техническое перевооружение отрасли, необходимо внедрять в растениеводство энергетические средства, обеспечивающие выбор оптимальных зональных технологий с учетом агроландшафтного разнообразия условий, уровня интенсификации производства и финансово-экономического состояния сельхоз товаропроизводителей Амурской области [1-5]. Условия эксплуатации оказывают значительное влияние на полные энергетические затраты энергетических средств в производстве сельскохозяйственной продукции. Это влияние становится существенным при значительном отличии условий эксплуатации от стандартных. В реальных условиях эксплуатации на полные энергетические затраты энергетического средства оказывают совместное влияние не только дорожные и природно-климатические факторы, но и скорость движения, количество перевозимого груза, структура перевозок, условия выполнения погрузочно-разгрузочных работ, расстояние перевозок. Объекты и методы. Для описания совместного влияния температуры окружающего воздуха и скорости движения автомобиля 165 используя, пакет прикладной математической программы Mathcad построена мультипликативная многофакторная модель [6-8]. При эксплуатации грузовых автомобилей на показатели топливной экономичности существенно влияют сезонные условия (рис. 3). На основе экспериментальных исследований определен вид двухфакторной математической модели совместного влияния температуры окружающего воздуха и скорости движения на расход топлива автомобиля. Исследуемые зависимости описываются экспоненциальными математическими моделями.;Научный стиль
"Основной задачей органов государственной власти области в сфере развития энергетики является организация максимально эффективного использования потенциала энергетической отрасли для роста экономики и повышения качества жизни населения области за счет: - полного и надежного обеспечения населения и экономики области энергоресурсами по доступным и вместе с тем стимулирующим энергосбережение ценам, снижения рисков и недопущение развития кризисных ситуаций в энергообеспечении потребителей; - снижения удельных затрат на производство и использования энергоресурсов за счет рационализации их потребления, применения энергосберегающих технологий и оборудования, сокращения потерь при добыче, переработке, транспортировке и реализации продукции; - повышения финансовой устойчивости и эффективности использования потенциала энергетического сектора, рост производительности труда для обеспечения социально-экономического развития области. Приоритетными мерами для решения этих задач следует считать: 1. Завершение строительства Нижне-Бурейской ГЭС установленной мощностью 320 МВт и среднемноголетней выработкой 1,65 млрд. кВт/ч. (срок строительства 2010-2017г.г.). 2. Проектирование Гилюйской ГЭС, Нижнее-Зейской ГЭС, Селемджинской ГЭС, Нижне-Ниманской ГЭС (2014-2018 гг.) 3. Проектирование Ерковецкой ТЭС установленной мощностью 700 МВт, (4800 МВт) (2013-2020 гг.). 4. Реализация проекта экспорта электроэнергии в КНР в объеме не менее 4,5 млрд. кВт/ч и мощностью до 750 МВт, начиная с 2016 года. 5. Строительство 2-й очереди Благовещенской ТЭЦ (2011 – 2016 гг.). 6. Обеспечение централизованным энергоснабжением отдаленных населенных пунктов. 7. Строительство электросетевых объектов для энергоснабжения существующих и перспективных потребителей Селемджинского района Амурской области, в том числе ВЛ 220 кВ «Февральск-Рудная» и ПС 220 кВ «Рудная». 8. Строительство КЛ 110 кВ Западная – Деловой центр – Портовая и ПС 110 кВ Деловой центр.";Научный стиль
