Text;Style
"Ни одна собака не выжила; Наспех возведенное для них снежное убежище было почти полностью разрушено. Это можно было списать на воздействие урагана, хотя с подветренной стороны убежища были признаки разлома — возможно, животные обезумели от страха и убежали сами. Все три саней исчезли; Потеря объяснили тем, что нас унесло в неизвестном направлении бушующим ураганом. Буровая установка и льдогенератор были полностью выведены из строя, об их ремонте не могло быть и речи, мы просто столкнули их в яму — «ворота в прошлое», как называл его Лейк. Еще мы оставили на хранении два самолета, которые больше других пострадали во время урагана, тем более что у нас теперь осталось только четыре пилота - Шерман, Данфорт, МакТай и Роупс, а Денфорт перед вылетом был в таком сильном нервном срыве, что не мог разрешено рулить. Все, что удалось найти — книги, инструменты и прочее оборудование — тоже погрузили в самолет. Запасные палатки и меха отсутствовали или находились в плохом состоянии. Около четырех часов дня, облетев местность на малой высоте в надежде найти Гедни и убедиться, что он бесследно исчез, мы отправили на «Аркхем» тщательно продуманное сообщение. Я думаю, что все прошло тихо и довольно гладко благодаря нашим усилиям, так как все прошло как нельзя лучше. Мы особенно разделяли волнение наших собак при приближении к таинственным находкам, чего и следовало ожидать после сообщений о бедном Лейке. Однако я помню, что они не упомянули, что во время всеобщего коллапса в лагере и на буровой они пришли в такое же волнение и понюхали странные зеленоватые камни и еще какие-то предметы: приборы, самолеты, машины были разорваны, отдельные части стал раздираемым бушующим ветром — так казалось, и любопытство было ему не чуждо.";Художественный стиль
"У меня не очень теплые воспоминания о детстве. Моего отца звали Эстебан Дуарте Динис, он был португальцем, ему было за сорок, когда я был ребенком, он был высоким и толстым, как гора. У него была смуглая кожа и огромные черные усы, закрученные вниз. Говорят, что в юности у него обломались концы, но после тюремного заключения, где его избили из высокомерия, его усы ослабли, и он носил их безвольно до самой могилы. Я очень уважал его и очень боялся, избегая его, как мог, и стараясь не попасть ему под ноги; Он был суров и резок и не выносил возражений — каприз, который я уважал в своих интересах. Он сердился, что случалось с ним чаще, чем следовало бы, и бил меня и мою мать за все; Его мать сопротивлялась, надеясь договориться с ним, в то время как я мог уйти в отставку только в моем юном возрасте. В молодом возрасте организм очень чувствителен! Я не осмелился спросить отца или мать о том времени, когда он сидел в тюрьме, думая, что будет разумнее не досаждать собакам, которые и так спешат чаще, чем обычно. Но, само собой, особо ничего и спрашивать не пришлось - нашлись люди (доброжелатели всегда есть, особенно в таких малонаселенных городах), которые бросились мне все рассказывать. Отец арестован за контрабанду; По-видимому, он торговал ею много лет, но когда кувшин с водой имеет обыкновение склонять голову, а так как нет торговли без порока, а где сладко, то и жадно, то лучше, чем он, очевидно, наименьший. ожидал - храбрецов губит наглость - его нашли пограничники, поймали с грузом и посадили в тюрьму. Должно быть, все это было очень давно, потому что я сам ничего подобного не помню; Кажется, я даже не был там.";Художественный стиль
Я с головой бросился в новую жизнь, узнав ошибочное представление о том, что суть ячменя состоит в том, чтобы сбить с ног человека и превратить его в зверя, предварительно проведя его через все стадии опьянения, которые может выдержать железное здоровье. Я терпеть не мог вкус алкоголя и пошел в кабак, чтобы просто тупо надраться. Когда-то скупой и бережливый маленький Шейлок, который довел старьевщика до слез и чуть не сошел с ума, когда Фрэнк тратил восемьдесят центов на восемь виски в минуту, теперь я продал больше денег, чем любой заядлый пьяница. Я помню, как мы с Нельсоном однажды сошли на берег. В кармане у меня было сто восемьдесят долларов. Я хотел сначала купить одежду, а потом выпить. Я должен был одеться. Все мои вещи были со мной: рваные резиновые сапоги, которые, к счастью, прохудились, вода в них не осталась, рабочий комбинезон за полдоллара, хлопчатобумажная рубашка за сорок центов и брезентовая матросская шапка. Поскольку другой шляпы у меня не было, мне пришлось носить ее и на берегу. Обратите внимание, что я не упоминаю нижнее белье или носки, потому что у меня их не было. Чтобы попасть в магазин одежды, нужно было пройти мимо дюжины тыкв. Поэтому я пошел сначала выпить. Я так и не добрался до магазина одежды. Без гроша в кармане, одержимый, но довольный собой, я вернулся на шлюп на следующее утро, и мы отправились в плавание. На мне было то же тряпье, что и раньше, и от ста восьмидесяти долларов не осталось ни пенни. Невежественные люди могут не поверить, что молодой человек, даже мальчик, способен выпить сто восемьдесят долларов за двенадцать часов. я докажу это;Художественный стиль
"Я набрала его номер и целую неделю вешала трубку, прежде чем он ответил с растущим беспокойством, пока я не схватил свежий номер газеты на улице в то утро, и вот моя статья — на тринадцатой странице, без фотографии, но в остальном точно, как Оригинал: ГЕРОИЧЕСКОЕ ВОСКРЕСЕНИЕ АДОЛЬФА САРА, читайте заголовок. Я стоял на тротуаре и с ужасом и недоверием смотрел на газету. Шейл никогда бы не зашел так далеко; Его профессиональное редакционное достоинство могло позволить ему разыграть меня или себя, но не газету. Идиот-проверяющий, должно быть, прочитал неправильную запись в руководстве. Он совершенно перепутал мой художественный фильм с другим фильмом, и теперь моя идиотская шутка напечатана черным по белому в ста тысячах экземпляров газеты. К концу дня киностудии и театры будут кричать, возможно, угрожая судебным иском; Теперь были все шансы, что я потеряю работу, или, что еще хуже, Фрейд Н. Джонсон потребует моего увольнения, а Шейл снова накроет меня своим телом, как он накрыл половину людей в газете, хотя он знал, что это может стоило ему работы. Я спровоцировал невероятно глупый кризис и бросился обратно в Хэмблин, где в отчаянии забарабанил в дверь Вентуры. Но его не было дома, так что я вернулась в свой номер и позвонила доктору. Билли, но и он не ответил. Прошло несколько часов. Телефон не звонил, доктор. Билли не ответил, Вентуры не было дома. Наступил вечер, опустилась тьма, а по-прежнему ничего не происходило; Прошла ночь, и наступил рассвет, и снова прошел день, и ничего. Потом прошли выходные и наступила новая неделя, а тишина все та же, хотя в конце концов я услышал, как Вентура вернулся в свою комнату и включил на магнитофоне бибоп.";Художественный стиль
Они стояли под аркой, и Рикардо Рейс закрыл свой зонт и небрежно сказал: «Я подумываю открыть здесь частную практику». На это трудно ответить, я не знаю, даже если бы я мог найти ответ: Ну, скажем, я похож на бессонницу, которая, наконец, сумела удобно положить голову на подушку и, может быть, сейчас заснуть. Если хочешь заснуть, то лучше не найти с тобой Родину. Ваши слова я интерпретирую в обратном смысле - я хочу спать, чтобы мечтать. Мечтать — значит отсутствовать, быть по ту сторону бытия. Пессоа, жизнь имеет две стороны, по крайней мере две, и ко второй мы можем приблизиться только во сне. Не забывай, раса, что ты говоришь с умершим, который с новым опытом скажет тебе, что обратная сторона жизни есть смерть. Я не знаю, что такое смерть, но я не склонен думать, что это другая часть жизни. Смерть, на мой взгляд, сводит и ограничивает нас в бытии, смерть есть, не существует, а есть. Вы думаете, что бытие и существование не одно и то же? Нет. Мой дорогой рис, бытие и существование не одно и то же только потому, что в нашем распоряжении есть два слова. Наоборот, именно потому, что в нашем распоряжении есть два слова, бытие и существование не одно и то же. Под сводами арок шла усобица, а между тем дождь заливал пруды, собирая на мостовой крохотные озерца, а потом, соединяя их воедино, превращая в огромные лужи, и хотя Рикардо Рейс не в тот день отправился на пристань, чтобы видишь, как волны накатывались на пирс, он начал об этом говорить, вспомнил, как стоял там, а потом посмотрел в сторону и увидел: Фернандо Пессоа удалялся от него и только сейчас заметил, что штаны блестят слишком мала для него, и услышала голос, звучавший очень близко, хотя говорил уже давно: Мы говорим об этом, и теперь мне пора идти, и издалека, уже под дождем, махнул рукой, но не так, как машут на прощанье: я вернусь.;Художественный стиль
Я собирал старые книги от имени Литературного института. Судьба забросила меня в глубь Каракумов, в скотоводческий аул. Селяне, как всегда, спрашивали: куда и зачем пришел гость? Я сообщил о цели своего визита. Председатель колхоза, где я остановился, сказал мне, что у его соседа Вельмурата-ага есть как раз такая книга, которая мне нужна. - Это редкость! сказал председатель. - Вельмурат-ага оберегает ее, как глазное яблоко. Он не раз говорил, что такую книгу надо хранить только в золотом сундучке... Я пошел к хозяину книги. Он оказался дома. Это был пожилой мужчина с красивой бородой, закрывавшей всю его грудь. Он бросил на меня вопросительный, проницательный взгляд, взгляд степного охотника, но относился ко мне довольно ласково. «Садитесь, добрый молодой человек», — сказал он ласково и тотчас же стал расспрашивать: «Откуда вы пришли ко мне?» — ответил я. - Из каких ты мест? Что ты делаешь? Кратко рассказав свою биографию, я добавил, что меня послало городское учреждение искать старые книги. «Очень хорошо, молодой человек! Старик погладил свою огромную бороду и снова стал внимательно разглядывать меня. Потом повернулся к жене и приказал: - Дай мне книгу!;Художественный стиль
"Жил на свете маленький цветок. Никто не знал, что он был на Земле. Он вырос один на пустыре; Коровы и козы туда не ходили, а дети из пионерского лагеря там никогда не играли. На пустыре не росла трава, лежали только старые серые камни. В камне ему было нечего есть; Капли дождя, падающие с неба, падали на поверхность земли и не проникали до корня, а цветок жил-жил и постепенно рос выше. Днём цветок охранял ветер, а ночью роса. Он работал день и ночь, чтобы жить и не умереть. Он терпел свои боли от голода и усталости. Только раз в день цветок радовался: когда первый луч утреннего солнца касался его усталых листьев. Однако цветок не хотел жить грустно; Поэтому он заснул, когда ему было очень грустно. Тем не менее, он продолжал пытаться расти. В середине лета цветок распускает сверху свой венчик. Раньше он был похож на траву, а теперь стал настоящим цветком. Его венчик состоял из лепестков простого светлого цвета, четких и крепких, как у звезды. И как звезда сияла живым мерцающим огнем и была видна даже в темную ночь. И когда ветер заходил в пустыню, он всегда касался цветка и уносил с собой его запах. И вот однажды утром мимо этого пустыря проходила девочка Даша. Она жила со своими друзьями в пионерском лагере и сегодня утром проснулась без мамы. Она написала письмо матери и отнесла письмо на вокзал, чтобы оно быстрее дошло до нее.";Художественный стиль
"Люди бывают плохие, добрые, умные, глупые, приятные и неприятные; а лишнего... нет. Тем не менее, поймите меня: вселенная могла бы обойтись без этих людей... конечно; но бесполезность не есть их главное качество, не их отличительная черта, и когда говорят о них, слово «лишние» не первое приходит на ум. А я... вот и все, что можно обо мне сказать: лишнее - и ничего больше. Нештатный человек, вот и все. Природа явно не считалась с моей внешностью и поэтому относилась ко мне как к неожиданному и непрошенному гостю. Недаром один проказник, большой любитель преферанса, сказал обо мне, что мать мною обременена. Теперь я буду говорить о себе спокойно и без желчи... Это в прошлом! Всю жизнь мое место было постоянно занято, может быть потому, что я искал это место не в том месте. Я был мнителен, застенчив, раздражителен, как и все больные; к тому же, вероятно, вследствие чрезмерного себялюбия или вообще вследствие несостоятельности моей личности, между моими чувствами и мыслями - и выражением тех чувств и мыслей - стояло какое-то бессмысленное, непонятное и непреодолимое препятствие; и когда я решил форсировать это препятствие, разрушить эту преграду, — мои движения, мое выражение лица, все мое существо приняло вид болезненного напряжения: я не просто казался — я действительно стал неестественным и напряженным. Я почувствовал это на себе и поспешил уйти обратно в себя. Тогда во мне поднялся ужасный страх. Я рвал себя до последней ниточки, сравнивая себя с другими, вспоминая мельчайшие взгляды, улыбки, слова людей, к которым хотел обратиться, все перевирая, язвительно смеясь над своим заявлением «быть как все». иначе» — и вдруг, среди смеха, он грустно весь поник, впал в нелепое отчаяние и там опять впал в прежние свои порядки, — словом, вертелся, как белка в колесе. Целые дни проходили в этой мучительной, бесплодной работе. Ну, пожалуйста, скажите, скажите себе, кому нужен такой человек и для чего?";Художественный стиль
Старуха молча достала большую книгу, завернутую в расписной шелковый платок. Она торжественно передала его мужу, как святыню. Старик бросил на меня еще один испытующий взгляд. «Если вы правильно назовете свой предмет, — сказал он, — вы сразу поймете, что это за предмет.» Толстая и тяжелая книга была в переплете из выцветшего ситца. На каждой странице было около двадцати строк арабского письма вишнево-красного цвета с равномерным интервалом. Текст был неразборчив. Письма были сложены, как крупинка на крупинку. Я быстро пролистал рукопись и сумел бегло прочитать часть. Именно поэтому люди моей профессии не спят ночами, переезжают из села в село, стучатся в тысячу дверей... Можно было пройти еще сотни деревень, не встретив такой коллекции, которая сейчас у меня в мои руки держались. Первое, что мне нужно было сделать, это максимально скрыть свою радость от собеседника. Однако вскоре выяснилось, что он точно знал цену своему сокровищу. Недаром он сказал: «Каждое слово в этой книге стоит верблюда с теленком.» Чтобы испытать старика, я начал читать несколько отрывков из рукописи. Как только я прочел несколько строк, старик как напоминание продолжил читать... - Как вы думаете, молодой человек, что эту книгу действительно следует хранить в сундуке с золотом? – И певучим голосом прочитал мне стихотворение, видимо, одно из моих любимых стихотворений. - Как тогда? — взволнованно воскликнул он. - Чем больше читаешь, тем более захватывающим и опьяняющим становится.;Художественный стиль
Все было прекрасно, но как получить рукопись? Было ясно, что старик ее не продаст, тем более, что книга нравится и его жене, и большинству жителей села. А я сделал вид, что не особо интересуюсь книгой, и перевел разговор на другие темы. Я спросил старика: правда ли, что ваш аул переселится на Амударью, чтобы заняться там земледелием? Старик ответил и снова стал любоваться книгой. Он гордился таким сокровищем и, конечно, даже не думает когда-либо с ним расставаться. Я ушел и решил поговорить с председателем колхоза о том, как купить книгу. Как мне подойти к этому человеку? — спросил я председателя. - По-моему, старик не только не продаст рукопись, но и не даст ее переписать. «Если вам действительно нужна эта книга, найдите способ достать ее самостоятельно. Не могу помочь здесь. Вечером я снова посетил Вельмурат-агу. Он снова дружелюбно меня поприветствовал. - Я уже знаю: кто увидит эту вещь, так быстро со мной не расстанется. Ты не первый, ты не последний.;Художественный стиль
Мне шестьдесят пять лет. Этой осенью будет сорок лет, как я не владею этой книгой. Я был пастухом в то время и, конечно, понятия не имел, что такое книги, я только слышал о них. И это было. У меня была семья, фургон, потом я купил верблюда 46-го года. Так как я стоял в очереди при людях, я решил запастись зерном на зиму и хотел с этой целью поехать в Аркач. Шерсть, уголь загрузили и поехали. Знакомых в Аркаче не было, и я зашел к человеку, который покупал у меня шерсть и уголь. Это был богатый человек. Я остался с ним на ночь. Вечером в доме собрались люди: старики и юноши из этой деревни. Я сразу узнавал одного человека среди всех остальных — люди обращались к нему и говорили: «Господи! Мулла». Тут один из гостей спросил его: «Почтенный мулла. Сделай себе одолжение и почитай нам». Люди дали ему эту книгу. Мулла выпрямился. «О, дураки! — проворчал он. - Эту книгу написал сумасшедший, исправивший святую веру. В своей книге он проповедует зло и порок. Я лучше прочту тебе что-нибудь другое. И он вытащил рукопись из-под халата. Но народ оказался упрямее муллы. Кто-то пообещал ему подарок, и он сдался. Он читал до полуночи, потом до утра. И я слушал, слушал... Книга меня поразила, я был вне себя, долго не мог понять, что со мной происходит. Сидит человек, смотрит в газету и как бы рассказывает о Своей жизни, а если я напрягаю внимание и слух, оказывается, что он говорит о себе. А какие теплые и понятные слова! Раньше я и не подозревал, что книга обладает такой огромной силой, что она может так мудро рассказать о жизни и каким-то образом дать понять и пережить ее по-новому. И я подумал - вот вы каковы сегодня: денег, наверное, нет на свете, чтобы купить эту вещь, такие вещи ни в коем случае нельзя продавать. Душа загорелась, и я твердо решил: если книга имеет цену и находится в моих силах, то я обязательно ее куплю.;Художественный стиль
Приходили учителя и приносили книги. 50 Также в нашем селе появился учитель, который стал собирать детей и взрослых, желающих научиться читать. С первого дня меня потянуло к нему, и я рассказал ему о книге. Он велел принести, подержал день-два и вернул мне. «Вы приняли правильное решение, — говорит Вельмурат-ага. — Это одна из самых ценных туркменских рукописей. Отправьте своего сына в школу со мной, он научится читать и писать. И я пошел в степь, куда Муратян ходил пастухом, и объяснил ему, что хочу снова отправить его учиться. «Если ты чему-нибудь научишься, говорю я, ты прочитаешь мне и моей маме драгоценную книгу, которую мы храним столько лет.» Муратжан выслушал меня, но отказался идти домой. «Я не собираюсь, — говорит, — учиться, я даже видеть муллу с ишаном не хочу». его в деревню учиться учить людей. Я уговорила Муратяна, и наш сын, помогавший маме по дому, незаметно научился читать и писать. Когда он учился читать и писать, я достала со дна чувала книгу и сын прочел ее от корки до корки. И тогда я понял, что книги не создаются на небесах и что их смысл доступен нашему уму. В книге были даже песни, которые мы, чабаны, иногда пели сами в степи. И большинство ее стихов было о добре и зле, о правде, о мужестве и отваге, с которыми люди защищают свое счастье. Получается, что однажды послушав муллу, я не понял и сотой доли смысла этой книги. И когда наш сын читал ее у камина, она раскрылась передо мной во всей своей красоте. После этого моя жена и весь аул поняли, что Вельмурат-ага не прогадал, променяв ту книгу на верблюда.;Художественный стиль
"По голосу и движениям вошедшего было видно, что он был в крайне возбужденном состоянии, не мог удержать учащенного дыхания и говорил быстро и дрожащим голосом. Как все испуганные и ошеломленные люди, он говорил короткими отрывистыми предложениями и произносил много лишних, совершенно не относящихся к делу слов. ""Я боялся не поймать вас,"" продолжал он. - Пока я к тебе ехал, душа моя страдала... Одевайся и иди, ради бога... Так уж получилось. Папчинский, которого ты знаешь, подойди ко мне... Мы поговорили... потом сели пить чай; Внезапно женщина вскрикивает, хватается за сердце и падает обратно на стул. Мы перенесли ее на кровать и... я уже натерла ее виски нашатырным спиртом и обрызгала водой... она лежит как мертвая... боюсь, это аневризма... Кирилов слушал и молчал, когда он не понимал по-русски. - Извините, я не могу... Минут пять назад умер мой сын... - Правда? — прошептал Абогин и отступил на шаг. «Боже мой, какой я недобрый час! Невероятно несчастный день... невероятно! Какое совпадение... и нарочно! Абогин схватился за ручку двери и задумчиво повесил голову. Он казался колеблющимся, не зная, что делать: уйти или спросить у врача еще. -- Послушайте, -- горячо сказал он, хватая Кирилова за рукав, -- я прекрасно понимаю ваше положение! Но что мне делать? Судите сами, к кому я пойду? Ведь здесь нет другого врача, кроме вас. Поехали, ради бога! Я не прошу для себя... Я не болен!";Художественный стиль
"Наступила тишина. Кирилов повернулся спиной к Абогину, на мгновение остановился и медленно вышел из зала в зал, в этот момент у него не было ни намерений, ни желаний, он ни о чем не думал и, наверное, уже не помнил, что незнакомец был стоит в его зале. Когда он шел из коридора в свой кабинет, он поднял правую ногу выше, чем следовало, и искал поддержки руками. Вдоль одной стены кабинета, сквозь книжные полки, тянулась широкая полоса света; Этот свет вместе с сильным запахом карболовой кислоты и эфира исходил из приоткрытой двери, ведущей из кабинета в спальню... Доктор опустился на стул перед столом; Минуту он сонно смотрел на свои освещенные книги, затем встал и пошел в спальню. Здесь, в спальне, царил мертвый покой. Все до последней детали красноречиво говорило о недавней буре, об усталости. Свеча, стоявшая в густой толпе бутылок, ящиков и банок, и большая лампа ярко освещали всю комнату.На кровати у окна лежал мальчик с открытыми глазами и удивленным выражением лица. Он не двигался, но его открытые глаза, казалось, в любой момент темнели и проникали внутрь черепа. Ее мать положила руки на его туловище и спрятала лицо в складках кровати. Она опустилась на колени перед кроватью. Как мальчик, она не двигалась. Она прижалась к постели всем своим существом, с силой и жадностью, как бы боясь покинуть спокойное и удобное положение, которое она наконец нашла для своего утомленного тела.";Художественный стиль
"Врач остановился рядом с женой, засунул руки в карманы и склонил голову набок, глядя на сына. Лицо его выражало равнодушие, по блестевшим на бороде каплям росы можно было сказать, что он недавно плакал. Как когда-то со временем ушла ее молодость, так теперь, вместе с тем мальчиком, ее право иметь детей ушло навсегда в вечность! Доктору 44 года, у него седые волосы, он выглядит как старик; его увядшей и больной жене 35 лет. Андрей был не только единственным ребенком, но и последним. В отличие от своей жены, доктор был одним из тех людей, которые испытывают потребность двигаться в моменты эмоциональной боли. Постояв около жены минут пять, он вышел в коридор. Потом он снова увидел белый шарф и бледное лицо. - Окончательно! Абогин вздохнул и схватился за ручку двери. - Пошли, пожалуйста! Доктор вздрогнул, посмотрел на него и вспомнил... - Слушай, я тебе уже говорил, что не могу ходить! — сказал он и повеселел. - Как странно! - Доктор, я не кумир, я полностью понимаю вашу ситуацию, сочувствую вам! — сказал Абогин умоляющим голосом и положил руку на глушитель. - Но я не за себя прошу... Моя жена умирает! Если бы вы услышали этот крик, если бы вы увидели ее лицо, вы бы поняли мою настойчивость! Боже мой, а я думал, ты хочешь одеться! Доктор, время дорого! пошли пожалуйста";Художественный стиль
"В коридоре не было слышно ни голосов, ни шагов, и, несмотря на яркий свет, весь дом казался спящим. Теперь доктор и Абогин, находившиеся до этого в темноте, могли видеть друг друга. Доктор был сутулый, высокий, с некрасивым лицом. Что-то резкое, недружелюбное и суровое выражали его толстые губы, орлиный нос и томный, равнодушный взгляд. Его голова, впалые виски, преждевременно седеющие волосы на длинной узкой бороде, сквозь которую просвечивал подбородок, бледно-серый цвет лица и небрежная, угловатая манера поведения — все это вместе с его черствостью говорило о пережитых лишениях, подозрительном отсутствии пособия по безработице. усталости от жизни и людей. Учитывая его худощавое телосложение, трудно было поверить, что у этого человека была жена, чтобы он мог оплакивать ребенка. Абогин выдавал себя за другое. Это был полный, сильный, светловолосый мужчина с крупной головой и крупными, но мягкими чертами лица, элегантно одетый по последней моде. Что-то благородное, львиное было в его позе, в наглухо застегнутом сюртуке и в лице; Он ходил с прямо поднятой головой и выпяченной грудью и говорил приятным баритоном. Даже бледность и детский страх, с которым он смотрел на лестницу, раздеваясь, не умаляли той насыщенности, здоровья и безмятежности, которыми дышала вся его фигура. — Там никого нет и ничего не слышно, — сказал он и пошел вверх по лестнице. - Нет никакой путаницы. Бог благословил! Он провел доктора по коридору в большой холл, откуда они оба прошли в небольшой, очень уютный и красивый салон. -- Ну, садитесь сюда, доктор, -- сказал Абогин, -- а я... сейчас... Я посмотрю и дам вам знать.";Художественный стиль
"Был поздний вечер. Чтобы не терять времени, домашний учитель Егор Алексеич Свойкин сразу от врача отправился в аптеку. Войдя в аптеку, Свойкин был окутан запахом, присущим всем аптекам. Наука и медицина меняются с годами, но запах аптеки вечен, как материя. Его нюхали наши деды, почуют и внуки. Из-за позднего часа посетителей в аптеке не было. Его принял высокий солидный джентльмен с суровым лицом, вероятно, аптекарь. Его хмурые глаза смотрели на газету на прилавке. Он читал. Рядом сидела кассирша, лениво считая сдачу. По ту сторону прилавка, отделяя латиноамериканскую кухню от толпы, в полумраке сновали две темные фигуры. Подошел Свойкин и передал рецепт господину. Не глядя на него, он взял рецепт, дочитал его до конца в газете и, слегка повернув голову наполовину вправо, пробормотал: «Каломели грана дуо, сахари альби грана квинке, нумеро децем!» Две крупинки каломели, пять зерен сахара, десять Порошок! (лат.) Тогда аптекарь что-то написал в рецепте, нахмурился и посмотрел на газету, запрокинув голову. — Через час будет готово, — сказал он сквозь стиснутые зубы, ища, где остановился. - Нельзя ли побыстрее? — пробормотал Свойкин. ""Я жду-не дождусь. Менеджер не ответил. Свойкин сел на диван и стал ждать. Кассир пересчитала сдачу, глубоко вздохнула и повернула ключ. В глубине Апотекария одну из темных фигур поднесли к мраморной ступке. Другая фигура говорила в синей бутылке. Где-то часы били медленно и осторожно.";Художественный стиль
